device_key,DeviceType,DeviceInfo
mobile|SAMSUNG SM-G950U Build/R16NW,mobile,SAMSUNG SM-G950U Build/R16NW
mobile|G3123,mobile,G3123
mobile|XT1710-02,mobile,XT1710-02
desktop|SAMSUNG SM-N900T Build/LRX21V,desktop,SAMSUNG SM-N900T Build/LRX21V
mobile|SM-G9600 Build/R16NW,mobile,SM-G9600 Build/R16NW
mobile|STELLAR,mobile,STELLAR
mobile|ZUR70016,mobile,ZUR70016
desktop|SM-G900M Build/KOT49H,desktop,SM-G900M Build/KOT49H
mobile|SM-G928G,mobile,SM-G928G
desktop|SAMSUNG SM-A310M Build/LMY47X,desktop,SAMSUNG SM-A310M Build/LMY47X
desktop|Star,desktop,Star
mobile|Z813 Build/LMY47O,mobile,Z813 Build/LMY47O
mobile|G8341,mobile,G8341
mobile|rv:51.0,mobile,rv:51.0
mobile|XT1580 Build/NPKS25.200-17-8,mobile,XT1580 Build/NPKS25.200-17-8
mobile|LEX829,mobile,LEX829
mobile|TA-1027 Build/OPR1.170623.026,mobile,TA-1027 Build/OPR1.170623.026
desktop|HUAWEI G7-L03 Build/HuaweiG7-L03,desktop,HUAWEI G7-L03 Build/HuaweiG7-L03
mobile|TA-1020,mobile,TA-1020
mobile|HT0703K16,mobile,HT0703K16
mobile|Aquaris V Build/N2G47H,mobile,Aquaris V Build/N2G47H
mobile|SM-G350M,mobile,SM-G350M
mobile|Infinix,mobile,Infinix
mobile|H550,mobile,H550
mobile|M431,mobile,M431
desktop|SAMSUNG SM-J700M Build/LMY48B,desktop,SAMSUNG SM-J700M Build/LMY48B
mobile|AOC_U706G,mobile,AOC_U706G
mobile|Gigaset,mobile,Gigaset
mobile|SLA-L23,mobile,SLA-L23
mobile|SAMSUNG SM-G955U Build/R16NW,mobile,SAMSUNG SM-G955U Build/R16NW
desktop|LG-H221,desktop,LG-H221
mobile|G3123 Build/40.0.A.6.189,mobile,G3123 Build/40.0.A.6.189
mobile|GRACE,mobile,GRACE
mobile|PMID7102DC,mobile,PMID7102DC
mobile|SM-J500H,mobile,SM-J500H
desktop|Moto G (4) Build/NPJS25.93-14-15,desktop,Moto G (4) Build/NPJS25.93-14-15
mobile|LG-SP320,mobile,LG-SP320
mobile|Build/OPR1.170623.032,mobile,Build/OPR1.170623.032
mobile|V502015,mobile,V502015
mobile|ZTE BLADE A6 Build/NMF26F,mobile,ZTE BLADE A6 Build/NMF26F
mobile|AERIAL Build/NRD90M,mobile,AERIAL Build/NRD90M
mobile|VS980 4G Build/LRX22G,mobile,VS980 4G Build/LRX22G
desktop|KFGIWI Build/LVY48F,desktop,KFGIWI Build/LVY48F
mobile|GRANT,mobile,GRANT
mobile|Moto C Build/NRD90M.057,mobile,Moto C Build/NRD90M.057
mobile|SM-G965U Build/R16NW,mobile,SM-G965U Build/R16NW
mobile|SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,mobile,SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M
mobile|XT1225,mobile,XT1225
mobile|M4 SS4457-R Build/NRD90M,mobile,M4 SS4457-R Build/NRD90M
mobile|SAMSUNG SM-N950U Build/R16NW,mobile,SAMSUNG SM-N950U Build/R16NW
mobile|R831L,mobile,R831L
desktop|Nexus,desktop,Nexus
mobile|Swift,mobile,Swift
desktop|MotoG3,desktop,MotoG3
mobile|PRA507,mobile,PRA507
mobile|F8131,mobile,F8131
mobile|iris50,mobile,iris50
mobile|M10/Q1010,mobile,M10/Q1010
mobile|AX705,mobile,AX705
mobile|SAMSUNG SM-G965U1 Build/R16NW,mobile,SAMSUNG SM-G965U1 Build/R16NW
mobile|HTCD100LVWPP,mobile,HTCD100LVWPP
mobile|P01M,mobile,P01M
mobile|P00A,mobile,P00A
mobile|LG-V522,mobile,LG-V522
mobile|SAMSUNG-SM-G900A Build/KOT49H,mobile,SAMSUNG-SM-G900A Build/KOT49H
mobile|SM-T380,mobile,SM-T380
mobile|RNE-L21 Build/HUAWEIRNE-L21,mobile,RNE-L21 Build/HUAWEIRNE-L21
mobile|HTCD200LVW,mobile,HTCD200LVW
mobile|SM-N950U Build/R16NW,mobile,SM-N950U Build/R16NW
desktop|Moto E (4) Build/NDQS26.69-64-2,desktop,Moto E (4) Build/NDQS26.69-64-2
mobile|SM-P600,mobile,SM-P600
mobile|B1-750,mobile,B1-750
mobile|GT-S7582L,mobile,GT-S7582L
mobile|LG-H820,mobile,LG-H820
mobile|SAMSUNG-SM-T377A,mobile,SAMSUNG-SM-T377A
mobile|SM-T587P,mobile,SM-T587P
mobile|Z557BL,mobile,Z557BL
mobile|SGP511,mobile,SGP511
mobile|F3111 Build/33.3.A.1.115,mobile,F3111 Build/33.3.A.1.115
mobile|A577VL,mobile,A577VL
mobile|SM-G960U Build/R16NW,mobile,SM-G960U Build/R16NW
mobile|HTC_One,mobile,HTC_One
desktop|Android 5.1.1,desktop,Android 5.1.1
mobile|vivo,mobile,vivo
mobile|SM-G955F Build/R16NW,mobile,SM-G955F Build/R16NW
desktop|es-us,desktop,es-us
desktop|D2306,desktop,D2306
mobile|SM-G925R4,mobile,SM-G925R4
mobile|ZA990,mobile,ZA990
mobile|4009F,mobile,4009F
mobile|WAS-LX2J,mobile,WAS-LX2J
mobile|SAMSUNG SM-J250M Build/NMF26X,mobile,SAMSUNG SM-J250M Build/NMF26X
mobile|Z,mobile,Z
mobile|WAS-LX1 Build/HUAWEIWAS-LX1,mobile,WAS-LX1 Build/HUAWEIWAS-LX1
mobile|GT-N5110 Build/JDQ39,mobile,GT-N5110 Build/JDQ39
mobile|Pixel Build/OPM2.171019.029,mobile,Pixel Build/OPM2.171019.029
mobile|Pixel 2 XL Build/OPM2.171019.029,mobile,Pixel 2 XL Build/OPM2.171019.029
mobile|SM-G901F,mobile,SM-G901F
mobile|SAMSUNG-SM-G920AZ,mobile,SAMSUNG-SM-G920AZ
mobile|SAMSUNG SM-G960U Build/R16NW,mobile,SAMSUNG SM-G960U Build/R16NW
mobile|SM-G9650 Build/R16NW,mobile,SM-G9650 Build/R16NW
mobile|Dream,mobile,Dream
mobile|LGMS395,mobile,LGMS395
mobile|Moto C Build/NRD90M.070,mobile,Moto C Build/NRD90M.070
mobile|SM-G965F Build/R16NW,mobile,SM-G965F Build/R16NW
mobile|SM-G930P,mobile,SM-G930P
desktop|KFFOWI Build/LVY48F,desktop,KFFOWI Build/LVY48F
mobile|SM-A730F Build/NMF26X,mobile,SM-A730F Build/NMF26X
mobile|A463BG,mobile,A463BG
mobile|GT-I8190N,mobile,GT-I8190N
mobile|F80'S+,mobile,F80'S+
mobile|47418,mobile,47418
mobile|Moto G Play Build/NPIS26.48-36-5,mobile,Moto G Play Build/NPIS26.48-36-5
mobile|E6683,mobile,E6683
mobile|rv:61.0,mobile,rv:61.0
mobile|6055B,mobile,6055B
mobile|C6603,mobile,C6603
mobile|Redmi Note 5A Build/N2G47H,mobile,Redmi Note 5A Build/N2G47H
mobile|SMART,mobile,SMART
mobile|Kylin,mobile,Kylin
mobile|SM-J510MN Build/NMF26X,mobile,SM-J510MN Build/NMF26X
mobile|AM508,mobile,AM508
desktop|rv:33.0,desktop,rv:33.0
mobile|SAMSUNG-SM-J727AZ,mobile,SAMSUNG-SM-J727AZ
mobile|SAMSUNG SM-G935W8 Build/NRD90M,mobile,SAMSUNG SM-G935W8 Build/NRD90M
mobile|SM-G361F,mobile,SM-G361F
mobile|SM-P355M,mobile,SM-P355M
mobile|DASH,mobile,DASH
mobile|TA-1038 Build/O00623,mobile,TA-1038 Build/O00623
desktop|Moto G (5) Plus Build/NPNS25.137-92-8,desktop,Moto G (5) Plus Build/NPNS25.137-92-8
mobile|SM-G960F Build/R16NW,mobile,SM-G960F Build/R16NW
mobile|G3313 Build/43.0.A.7.25,mobile,G3313 Build/43.0.A.7.25
mobile|ASUS_X00ID,mobile,ASUS_X00ID
mobile|LG-LG870,mobile,LG-LG870
mobile|LG-M200 Build/NRD90U,mobile,LG-M200 Build/NRD90U
mobile|SP7731G,mobile,SP7731G
mobile|Alumini3 Build/MRA58K,mobile,Alumini3 Build/MRA58K
mobile|SAMSUNG SM-G892A Build/R16NW,mobile,SAMSUNG SM-G892A Build/R16NW
mobile|Alcatel,mobile,Alcatel
mobile|SM-N910T Build/LMY47X,mobile,SM-N910T Build/LMY47X
mobile|SM-N950U1 Build/R16NW,mobile,SM-N950U1 Build/R16NW
mobile|BND-L34,mobile,BND-L34
mobile|SAMSUNG SM-N950U1 Build/R16NW,mobile,SAMSUNG SM-N950U1 Build/R16NW
mobile|HTC_One_M8/4.28.502.2,mobile,HTC_One_M8/4.28.502.2
mobile|SM-G570F,mobile,SM-G570F
mobile|SM-J120M,mobile,SM-J120M
mobile|Hisense E51 Build/LMY47V,mobile,Hisense E51 Build/LMY47V
desktop|SM-N910T Build/LMY47X,desktop,SM-N910T Build/LMY47X
mobile|T08,mobile,T08
desktop|SGH-I747M,desktop,SGH-I747M
mobile|SM-J700T1,mobile,SM-J700T1
mobile|SAMSUNG SM-G9650 Build/R16NW,mobile,SAMSUNG SM-G9650 Build/R16NW
mobile|BV8000Pro,mobile,BV8000Pro
desktop|SAMSUNG SM-J120H Build/LMY47V,desktop,SAMSUNG SM-J120H Build/LMY47V
mobile|ASUS_Z01BDC,mobile,ASUS_Z01BDC
mobile|SM-T810,mobile,SM-T810
mobile|E5306,mobile,E5306
mobile|Moto G (5) Plus Build/NPNS25.137-93-8,mobile,Moto G (5) Plus Build/NPNS25.137-93-8
mobile|G3123 Build/40.0.A.6.175,mobile,G3123 Build/40.0.A.6.175
mobile|SM-G615F,mobile,SM-G615F
mobile|ASUS_X018D,mobile,ASUS_X018D
mobile|LG-H933,mobile,LG-H933
mobile|MTT,mobile,MTT
mobile|SAMSUNG SM-G965U Build/R16NW,mobile,SAMSUNG SM-G965U Build/R16NW
mobile|F5122,mobile,F5122
mobile|SAMSUNG SM-G965F Build/R16NW,mobile,SAMSUNG SM-G965F Build/R16NW
mobile|Techpad,mobile,Techpad
desktop|SAMSUNG SM-J320FN Build/LMY47V,desktop,SAMSUNG SM-J320FN Build/LMY47V
mobile|Fusion5_u7,mobile,Fusion5_u7
mobile|VS425,mobile,VS425
mobile|R2,mobile,R2
desktop|Lenovo,desktop,Lenovo
desktop|Lenovo TB3-710I Build/LMY47I,desktop,Lenovo TB3-710I Build/LMY47I
mobile|SM-G955W,mobile,SM-G955W
desktop|PULP 4G Build/LMY47V,desktop,PULP 4G Build/LMY47V
desktop|X78,desktop,X78
desktop|GT-I8190L Build/JZO54K,desktop,GT-I8190L Build/JZO54K
desktop|SM-A710M Build/LMY47X,desktop,SM-A710M Build/LMY47X
mobile|ASUS_X00HD Build/NMF26F,mobile,ASUS_X00HD Build/NMF26F
mobile|AX821 Build/MRA58K,mobile,AX821 Build/MRA58K
desktop|ALCATEL,desktop,ALCATEL
desktop|LG-X180g Build/LMY47I,desktop,LG-X180g Build/LMY47I
desktop|LenovoA3300-GV Build/JDQ39,desktop,LenovoA3300-GV Build/JDQ39
mobile|Aquaris X Build/NMF26F,mobile,Aquaris X Build/NMF26F
mobile|SM-J700F,mobile,SM-J700F
mobile|LG-V410/V41020c,mobile,LG-V410/V41020c
mobile|BLADE V8Q Build/N2G47H,mobile,BLADE V8Q Build/N2G47H
desktop|XT1003,desktop,XT1003
desktop|HUAWEI CUN-L03 Build/HUAWEICUN-L03,desktop,HUAWEI CUN-L03 Build/HUAWEICUN-L03
desktop|D5503,desktop,D5503
mobile|moto x4 Build/OPWS27.57-40-14,mobile,moto x4 Build/OPWS27.57-40-14
mobile|Build/OPM1.171019.011,mobile,Build/OPM1.171019.011
mobile|DOMOS,mobile,DOMOS
desktop|LG-D331 Build/LRX22G,desktop,LG-D331 Build/LRX22G
desktop|HUAWEI,desktop,HUAWEI
desktop|Moto G (5) Build/NPPS25.137-93-8,desktop,Moto G (5) Build/NPPS25.137-93-8
desktop|LG-D855,desktop,LG-D855
desktop|Lenovo TB3-710F Build/LRX21M,desktop,Lenovo TB3-710F Build/LRX21M
mobile|UL40,mobile,UL40
desktop|SGH-M919V,desktop,SGH-M919V
desktop|LGMS631,desktop,LGMS631
desktop|ONE TOUCH 4016A Build/JDQ39,desktop,ONE TOUCH 4016A Build/JDQ39
desktop|SM-A300M Build/KTU84P,desktop,SM-A300M Build/KTU84P
mobile|F8332,mobile,F8332
mobile|EML-L29 Build/HUAWEIEML-L29,mobile,EML-L29 Build/HUAWEIEML-L29
desktop|SM-A500M Build/KTU84P,desktop,SM-A500M Build/KTU84P
mobile|SM-G892A,mobile,SM-G892A
desktop|Northwell,desktop,Northwell
mobile|Hisense F24 Build/NRD90M,mobile,Hisense F24 Build/NRD90M
desktop|8050G Build/LMY47I,desktop,8050G Build/LMY47I
desktop|LG-K410 Build/LRX22G,desktop,LG-K410 Build/LRX22G
desktop|SM-J105B Build/LMY47V,desktop,SM-J105B Build/LMY47V
desktop|Blade L5 Build/LMY47I,desktop,Blade L5 Build/LMY47I
desktop|R831L,desktop,R831L
desktop|moto g(6) play Build/OPP27.61-14-4,desktop,moto g(6) play Build/OPP27.61-14-4
desktop|S57 Build/KTU84P,desktop,S57 Build/KTU84P
desktop|SM-T310 Build/KOT49H,desktop,SM-T310 Build/KOT49H
mobile|TA-1032,mobile,TA-1032
mobile|F5121 Build/34.4.A.2.19,mobile,F5121 Build/34.4.A.2.19
mobile|SM-G950U1 Build/R16NW,mobile,SM-G950U1 Build/R16NW
mobile|MotoG3-TE Build/MPD24.65-33,mobile,MotoG3-TE Build/MPD24.65-33
mobile|HTC_Desire_820,mobile,HTC_Desire_820
mobile|ASUS_A001,mobile,ASUS_A001
mobile|TA-1028 Build/O00623,mobile,TA-1028 Build/O00623
mobile|AX1060,mobile,AX1060
mobile|CLT-L09,mobile,CLT-L09
mobile|SM-P550,mobile,SM-P550
mobile|Build/KOT49H,mobile,Build/KOT49H
mobile|Moto G (4) Build/NPJS25.93-14-15,mobile,Moto G (4) Build/NPJS25.93-14-15
mobile|A0001,mobile,A0001
mobile|XT1710-02 Build/NDSS26.118-23-19-6,mobile,XT1710-02 Build/NDSS26.118-23-19-6
mobile|Moto G (5) Build/NPPS25.137-93-4,mobile,Moto G (5) Build/NPPS25.137-93-4
mobile|SAMSUNG SM-A710M Build/NRD90M,mobile,SAMSUNG SM-A710M Build/NRD90M
mobile|SAMSUNG SM-G950U1 Build/R16NW,mobile,SAMSUNG SM-G950U1 Build/R16NW
mobile|AKUS,mobile,AKUS
mobile|N9560 Build/NMF26F,mobile,N9560 Build/NMF26F
mobile|Shift Build/LMY47I,mobile,Shift Build/LMY47I
mobile|SM-T670,mobile,SM-T670
mobile|verykoolS5530 Build/LMY47I,mobile,verykoolS5530 Build/LMY47I
mobile|verykoolS5005,mobile,verykoolS5005
mobile|Moto G (5) Plus Build/NPNS25.137-92-8,mobile,Moto G (5) Plus Build/NPNS25.137-92-8
mobile|A3-A20,mobile,A3-A20
mobile|SM-G850M,mobile,SM-G850M
mobile|E501,mobile,E501
mobile|verykoolS5524,mobile,verykoolS5524
mobile|6037B,mobile,6037B
mobile|Pixel Build/OPM4.171019.016.B1,mobile,Pixel Build/OPM4.171019.016.B1
mobile|SM-G920P,mobile,SM-G920P
mobile|E6790TM,mobile,E6790TM
mobile|CPH1607,mobile,CPH1607
mobile|SM-G920T,mobile,SM-G920T
mobile|Moto G (5) Plus Build/NPNS25.137-92-10,mobile,Moto G (5) Plus Build/NPNS25.137-92-10
mobile|LG-K350,mobile,LG-K350
mobile|Bolt,mobile,Bolt
mobile|LG-D373,mobile,LG-D373
mobile|5044A,mobile,5044A
mobile|SM-J700T Build/MMB29K,mobile,SM-J700T Build/MMB29K
mobile|Pixel 2 XL Build/OPM2.171019.029.B1,mobile,Pixel 2 XL Build/OPM2.171019.029.B1
mobile|Moto G (5) Build/NPPS25.137-93-8,mobile,Moto G (5) Build/NPPS25.137-93-8
mobile|SM-G530T1,mobile,SM-G530T1
mobile|TA-1025 Build/OPR1.170623.026,mobile,TA-1025 Build/OPR1.170623.026
mobile|S471,mobile,S471
mobile|ONEPLUS A5010 Build/OPM1.171019.011,mobile,ONEPLUS A5010 Build/OPM1.171019.011
mobile|Moto G (4) Build/NPJS25.93-14-18,mobile,Moto G (4) Build/NPJS25.93-14-18
mobile|GT-S7582,mobile,GT-S7582
mobile|SM-G900FD,mobile,SM-G900FD
mobile|XT1609 Build/NPIS26.48-38-3,mobile,XT1609 Build/NPIS26.48-38-3
mobile|ZA509,mobile,ZA509
mobile|FEVER,mobile,FEVER
mobile|XT1563 Build/MPD24.65-25,mobile,XT1563 Build/MPD24.65-25
mobile|SM-T330,mobile,SM-T330
mobile|SM-J250M Build/NMF26X,mobile,SM-J250M Build/NMF26X
mobile|Alumini3Plus,mobile,Alumini3Plus
mobile|SM-N950F Build/R16NW,mobile,SM-N950F Build/R16NW
mobile|SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M,mobile,SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M
mobile|Moto E (4) Plus Build/NMA26.42-142,mobile,Moto E (4) Plus Build/NMA26.42-142
mobile|Redmi Note 4X Build/MRA58K,mobile,Redmi Note 4X Build/MRA58K
mobile|Hisense F8 MINI Build/NRD90M,mobile,Hisense F8 MINI Build/NRD90M
mobile|Moto G (5) Plus Build/NPNS25.137-92-4,mobile,Moto G (5) Plus Build/NPNS25.137-92-4
mobile|H3321,mobile,H3321
mobile|STUDIO_G_HD,mobile,STUDIO_G_HD
mobile|Azumi_KINZO_A5_QL,mobile,Azumi_KINZO_A5_QL
mobile|moto g(6) play Build/OPP27.61-14-4,mobile,moto g(6) play Build/OPP27.61-14-4
mobile|X78,mobile,X78
mobile|Android 7.1.2,mobile,Android 7.1.2
mobile|Y550-L02,mobile,Y550-L02
mobile|LS5,mobile,LS5
mobile|SM-J120W,mobile,SM-J120W
mobile|7_Plus,mobile,7_Plus
mobile|Moto G (5) Build/NPP25.137-33,mobile,Moto G (5) Build/NPP25.137-33
mobile|SM-J7108,mobile,SM-J7108
mobile|SAMSUNG SM-N910V Build/MMB29M,mobile,SAMSUNG SM-N910V Build/MMB29M
mobile|Moto E (4) Build/NDQS26.69-64-2,mobile,Moto E (4) Build/NDQS26.69-64-2
mobile|ANE-LX3 Build/HUAWEIANE-LX3,mobile,ANE-LX3 Build/HUAWEIANE-LX3
mobile|SAMSUNG SM-G955F Build/R16NW,mobile,SAMSUNG SM-G955F Build/R16NW
mobile|YOLO,mobile,YOLO
mobile|Z812,mobile,Z812
mobile|RNE-L23 Build/HUAWEIRNE-L23,mobile,RNE-L23 Build/HUAWEIRNE-L23
mobile|GT-N8010,mobile,GT-N8010
mobile|SGP611,mobile,SGP611
mobile|GT-I9506,mobile,GT-I9506
mobile|Z965 Build/NMF26V,mobile,Z965 Build/NMF26V
mobile|D2406,mobile,D2406
mobile|SAMSUNG SM-J327AZ Build/NRD90M,mobile,SAMSUNG SM-J327AZ Build/NRD90M
mobile|Moto E (4) Plus Build/NMA26.42-152,mobile,Moto E (4) Plus Build/NMA26.42-152
mobile|Pixel XL Build/OPM4.171019.016.B1,mobile,Pixel XL Build/OPM4.171019.016.B1
mobile|ORION,mobile,ORION
mobile|Nexus 5X Build/OPR4.170623.006,mobile,Nexus 5X Build/OPR4.170623.006
mobile|CPH1723,mobile,CPH1723
mobile|SM-G955U1 Build/R16NW,mobile,SM-G955U1 Build/R16NW
mobile|RNE-L22 Build/HUAWEIRNE-L22,mobile,RNE-L22 Build/HUAWEIRNE-L22
mobile|IO,mobile,IO
mobile|ASUS_X008D Build/NRD90M,mobile,ASUS_X008D Build/NRD90M
mobile|XT1635-02 Build/OPN27.76-12-22,mobile,XT1635-02 Build/OPN27.76-12-22
mobile|SM-A520F Build/R16NW,mobile,SM-A520F Build/R16NW
mobile|G8142,mobile,G8142
mobile|G630-U251,mobile,G630-U251
mobile|LG-K212,mobile,LG-K212
mobile|LDN-LX3 Build/HUAWEILDN-LX3,mobile,LDN-LX3 Build/HUAWEILDN-LX3
mobile|Z955A,mobile,Z955A
mobile|LG-E975,mobile,LG-E975
